boundary_deg_n,raw_ceres_trend_tw_dec,storage_alias_trend_tw_dec,h_corr_trend_tw_dec,identity_error_tw_dec
60.0,22.067682469786437,21.29900007172973,0.7686823980609242,-4.216516025223882e-12
65.0,18.1229430201441,18.228338281227412,-0.1053952610858763,2.5634216971326396e-12
70.0,14.93615391946328,12.184752152816293,2.7514017666443924,2.594813253153916e-12
