boundary_deg_n,h_corr_trend_tw_dec,h_corr_envelope_halfwidth_tw_dec,declared_low_tw_dec,declared_high_tw_dec,stress_halfwidth_tw_dec,stress_low_tw_dec,stress_high_tw_dec,declared_critical,arfima_d045_critical
60.0,0.7686823980609242,98.8494820652445,-98.08079966718358,99.61816446330542,128.39118024373388,-127.62249784567297,129.1598626417948,4.569447944909675,5.935051984612604
65.0,-0.1053952610858763,80.12236677793943,-80.22776203902531,80.01697151685356,104.067366056113,-104.17276131719888,103.96197079502713,4.569447944909675,5.935051984612604
70.0,2.7514017666443924,72.83549299395614,-70.08409122731175,75.58689476060053,94.60277093769623,-91.85136917105184,97.35417270434063,4.569447944909675,5.935051984612604
