boundary_deg_n,absolute_required_pw,absolute_required_tw,h_corr_best_tw_dec,declared_envelope_halfwidth_tw_dec,arfima_stress_halfwidth_tw_dec
60.0,3.3452688956041965,3345.2688956041966,0.7686823980609242,98.8494820652445,128.39118024373388
65.0,2.551345240639892,2551.345240639892,-0.1053952610858763,80.12236677793943,104.067366056113
70.0,1.7666412918874017,1766.6412918874016,2.7514017666443924,72.83549299395614,94.60277093769623
